county,Hazard,fiscalYear,totalSubapplicationAmount,COUNTYNAME
37099,none,2021,0.0,Jackson County
48015,none,2021,0.0,Austin County
13143,none,2021,0.0,Haralson County
19037,none,2021,0.0,Chickasaw County
37167,none,2021,0.0,Stanly County
22085,none,2021,0.0,Sabine Parish
20117,none,2021,0.0,Marshall County
39163,none,2021,0.0,Vinton County
46091,none,2021,0.0,Marshall County
13313,none,2021,0.0,Whitfield County
40047,none,2021,0.0,Garfield County
28023,none,2021,0.0,Clarke County
44001,none,2021,0.0,Bristol County
16075,none,2021,0.0,Payette County
46061,none,2021,0.0,Hanson County
51141,none,2021,0.0,Patrick County
01123,none,2021,0.0,Tallapoosa County
51051,none,2021,0.0,Dickenson County
19019,none,2021,0.0,Buchanan County
55115,none,2021,0.0,Shawano County
29203,none,2021,0.0,Shannon County
12089,none,2021,0.0,Nassau County
06091,none,2021,0.0,Sierra County
55085,none,2021,0.0,Oneida County
47039,none,2021,0.0,Decatur County
20063,none,2021,0.0,Gove County
19181,none,2021,0.0,Warren County
36035,none,2021,0.0,Fulton County
27093,none,2021,0.0,Meeker County
20035,none,2021,0.0,Cowley County
13315,none,2021,0.0,Wilcox County
05107,none,2021,0.0,Phillips County
38051,none,2021,0.0,McIntosh County
47181,none,2021,0.0,Wayne County
46031,none,2021,0.0,Corson County
50025,none,2021,0.0,Windham County
16049,none,2021,0.0,Idaho County
29031,none,2021,0.0,Cape Girardeau County
55045,none,2021,0.0,Green County
38057,none,2021,0.0,Mercer County
54047,none,2021,0.0,McDowell County
39167,none,2021,0.0,Washington County
17023,none,2021,0.0,Clark County
40059,none,2021,0.0,Harper County
20089,none,2021,0.0,Jewell County
29113,none,2021,0.0,Lincoln County
48285,none,2021,0.0,Lavaca County
08017,none,2021,0.0,Cheyenne County
48481,none,2021,0.0,Wharton County
21029,none,2021,0.0,Bullitt County
39169,none,2021,0.0,Wayne County
53029,none,2021,0.0,Island County
31047,none,2021,0.0,Dawson County
06101,none,2021,0.0,Sutter County
39045,none,2021,0.0,Fairfield County
08125,none,2021,0.0,Yuma County
17199,none,2021,0.0,Williamson County
41003,none,2021,0.0,Benton County
49043,none,2021,0.0,Summit County
12121,none,2021,0.0,Suwannee County
01053,none,2021,0.0,Escambia County
21227,none,2021,0.0,Warren County
26135,none,2021,0.0,Oscoda County
13205,none,2021,0.0,Mitchell County
06055,none,2021,0.0,Napa County
26155,none,2021,0.0,Shiawassee County
30061,none,2021,0.0,Mineral County
13309,none,2021,0.0,Wheeler County
08119,none,2021,0.0,Teller County
16005,none,2021,0.0,Bannock County
21077,none,2021,0.0,Gallatin County
27073,none,2021,0.0,Lac qui Parle County
48013,none,2021,0.0,Atascosa County
40145,none,2021,0.0,Wagoner County
19183,none,2021,0.0,Washington County
04011,none,2021,0.0,Greenlee County
42063,none,2021,0.0,Indiana County
32029,none,2021,0.0,Storey County
30081,none,2021,0.0,Ravalli County
28019,none,2021,0.0,Choctaw County
05051,none,2021,0.0,Garland County
19097,none,2021,0.0,Jackson County
21023,none,2021,0.0,Bracken County
51155,none,2021,0.0,Pulaski County
41057,none,2021,0.0,Tillamook County
27159,none,2021,0.0,Wadena County
24043,none,2021,0.0,Washington County
38085,none,2021,0.0,Sioux County
13299,none,2021,0.0,Ware County
28065,none,2021,0.0,Jefferson Davis County
48149,none,2021,0.0,Fayette County
20141,none,2021,0.0,Osborne County
26119,none,2021,0.0,Montmorency County
18091,none,2021,0.0,LaPorte County
29219,none,2021,0.0,Warren County
05075,none,2021,0.0,Lawrence County
05089,none,2021,0.0,Marion County
21093,none,2021,0.0,Hardin County
20155,none,2021,0.0,Reno County
30029,none,2021,0.0,Flathead County
29089,none,2021,0.0,Howard County
16073,none,2021,0.0,Owyhee County
41063,none,2021,0.0,Wallowa County
13217,none,2021,0.0,Newton County
21081,none,2021,0.0,Grant County
05145,none,2021,0.0,White County
19093,none,2021,0.0,Ida County
39171,none,2021,0.0,Williams County
08021,none,2021,0.0,Conejos County
39091,none,2021,0.0,Logan County
51177,none,2021,0.0,Spotsylvania County
30009,none,2021,0.0,Carbon County
29205,none,2021,0.0,Shelby County
48277,none,2021,0.0,Lamar County
46111,none,2021,0.0,Sanborn County
48275,none,2021,0.0,Knox County
01111,none,2021,0.0,Randolph County
20081,none,2021,0.0,Haskell County
40037,none,2021,0.0,Creek County
08109,none,2021,0.0,Saguache County
20185,none,2021,0.0,Stafford County
05141,none,2021,0.0,Van Buren County
18067,none,2021,0.0,Howard County
40075,none,2021,0.0,Kiowa County
27009,none,2021,0.0,Benton County
54081,none,2021,0.0,Raleigh County
31139,none,2021,0.0,Pierce County
55097,none,2021,0.0,Portage County
29229,none,2021,0.0,Wright County
01041,none,2021,0.0,Crenshaw County
40149,none,2021,0.0,Washita County
42047,none,2021,0.0,Elk County
20125,none,2021,0.0,Montgomery County
32023,none,2021,0.0,Nye County
31063,none,2021,0.0,Frontier County
26107,none,2021,0.0,Mecosta County
31079,none,2021,0.0,Hall County
29061,none,2021,0.0,Daviess County
13039,none,2021,0.0,Camden County
31115,none,2021,0.0,Loup County
28045,none,2021,0.0,Hancock County
28093,none,2021,0.0,Marshall County
40071,none,2021,0.0,Kay County
48395,none,2021,0.0,Robertson County
39145,none,2021,0.0,Scioto County
55039,none,2021,0.0,Fond du Lac County
41011,none,2021,0.0,Coos County
46003,none,2021,0.0,Aurora County
42059,none,2021,0.0,Greene County
29069,none,2021,0.0,Dunklin County
51181,none,2021,0.0,Surry County
38091,none,2021,0.0,Steele County
31075,none,2021,0.0,Grant County
42131,none,2021,0.0,Wyoming County
19133,none,2021,0.0,Monona County
48387,none,2021,0.0,Red River County
40053,none,2021,0.0,Grant County
01133,none,2021,0.0,Winston County
21163,none,2021,0.0,Meade County
31167,none,2021,0.0,Stanton County
39067,none,2021,0.0,Harrison County
27059,none,2021,0.0,Isanti County
19145,none,2021,0.0,Page County
48053,none,2021,0.0,Burnet County
21015,none,2021,0.0,Boone County
30033,none,2021,0.0,Garfield County
40135,none,2021,0.0,Sequoyah County
45089,none,2021,0.0,Williamsburg County
19005,none,2021,0.0,Allamakee County
48385,none,2021,0.0,Real County
21145,none,2021,0.0,McCracken County
38037,none,2021,0.0,Grant County
39065,none,2021,0.0,Hardin County
35005,none,2021,0.0,Chaves County
26131,none,2021,0.0,Ontonagon County
20165,none,2021,0.0,Rush County
27049,none,2021,0.0,Goodhue County
18011,none,2021,0.0,Boone County
51005,none,2021,0.0,Alleghany County
24039,none,2021,0.0,Somerset County
51101,none,2021,0.0,King William County
48199,none,2021,0.0,Hardin County
01019,none,2021,0.0,Cherokee County
35057,none,2021,0.0,Torrance County
39077,none,2021,0.0,Huron County
27035,none,2021,0.0,Crow Wing County
39033,none,2021,0.0,Crawford County
13015,none,2021,0.0,Bartow County
38083,none,2021,0.0,Sheridan County
13097,none,2021,0.0,Douglas County
28051,none,2021,0.0,Holmes County
28041,none,2021,0.0,Greene County
51133,none,2021,0.0,Northumberland County
48305,none,2021,0.0,Lynn County
48331,none,2021,0.0,Milam County
55041,none,2021,0.0,Forest County
39019,none,2021,0.0,Carroll County
55063,none,2021,0.0,La Crosse County
27107,none,2021,0.0,Norman County
17173,none,2021,0.0,Shelby County
28111,none,2021,0.0,Perry County
29185,none,2021,0.0,St. Clair County
28029,none,2021,0.0,Copiah County
17037,none,2021,0.0,DeKalb County
49015,none,2021,0.0,Emery County
40051,none,2021,0.0,Grady County
39123,none,2021,0.0,Ottawa County
21125,none,2021,0.0,Laurel County
17077,none,2021,0.0,Jackson County
28005,none,2021,0.0,Amite County
36037,none,2021,0.0,Genesee County
47069,none,2021,0.0,Hardeman County
29145,none,2021,0.0,Newton County
46087,none,2021,0.0,McCook County
37163,none,2021,0.0,Sampson County
55077,none,2021,0.0,Marquette County
01091,none,2021,0.0,Marengo County
08029,none,2021,0.0,Delta County
51083,none,2021,0.0,Halifax County
54053,none,2021,0.0,Mason County
40097,none,2021,0.0,Mayes County
40045,none,2021,0.0,Ellis County
22031,none,2021,0.0,De Soto Parish
48035,none,2021,0.0,Bosque County
37109,none,2021,0.0,Lincoln County
39135,none,2021,0.0,Preble County
29075,none,2021,0.0,Gentry County
13069,none,2021,0.0,Coffee County
37185,none,2021,0.0,Warren County
18051,none,2021,0.0,Gibson County
13285,none,2021,0.0,Troup County
21149,none,2021,0.0,McLean County
54095,none,2021,0.0,Tyler County
20121,none,2021,0.0,Miami County
16079,none,2021,0.0,Shoshone County
54079,none,2021,0.0,Putnam County
01077,none,2021,0.0,Lauderdale County
17189,none,2021,0.0,Washington County
27051,none,2021,0.0,Grant County
21159,none,2021,0.0,Martin County
05111,none,2021,0.0,Poinsett County
28015,none,2021,0.0,Carroll County
47159,none,2021,0.0,Smith County
40007,none,2021,0.0,Beaver County
42073,none,2021,0.0,Lawrence County
55051,none,2021,0.0,Iron County
29187,none,2021,0.0,St. Francois County
20017,none,2021,0.0,Chase County
48021,none,2021,0.0,Bastrop County
29155,none,2021,0.0,Pemiscot County
26085,none,2021,0.0,Lake County
18117,none,2021,0.0,Orange County
53043,none,2021,0.0,Lincoln County
51049,none,2021,0.0,Cumberland County
01079,none,2021,0.0,Lawrence County
45031,none,2021,0.0,Darlington County
02070,none,2021,0.0,Dillingham Census Area
54045,none,2021,0.0,Logan County
13103,none,2021,0.0,Effingham County
40101,none,2021,0.0,Muskogee County
19125,none,2021,0.0,Marion County
17011,none,2021,0.0,Bureau County
50001,none,2021,0.0,Addison County
29073,none,2021,0.0,Gasconade County
55081,none,2021,0.0,Monroe County
35045,none,2021,0.0,San Juan County
48359,none,2021,0.0,Oldham County
50003,none,2021,0.0,Bennington County
39115,none,2021,0.0,Morgan County
01087,none,2021,0.0,Macon County
47051,none,2021,0.0,Franklin County
41035,none,2021,0.0,Klamath County
35021,none,2021,0.0,Harding County
21195,none,2021,0.0,Pike County
29043,none,2021,0.0,Christian County
45047,none,2021,0.0,Greenwood County
51017,none,2021,0.0,Bath County
48345,none,2021,0.0,Motley County
29111,none,2021,0.0,Lewis County
18019,none,2021,0.0,Clark County
20025,none,2021,0.0,Clark County
26091,none,2021,0.0,Lenawee County
39125,none,2021,0.0,Paulding County
48291,none,2021,0.0,Liberty County
39011,none,2021,0.0,Auglaize County
13077,none,2021,0.0,Coweta County
17149,none,2021,0.0,Pike County
17155,none,2021,0.0,Putnam County
27135,none,2021,0.0,Roseau County
42061,none,2021,0.0,Huntingdon County
01045,none,2021,0.0,Dale County
17053,none,2021,0.0,Ford County
20107,none,2021,0.0,Linn County
19173,none,2021,0.0,Taylor County
54061,none,2021,0.0,Monongalia County
05073,none,2021,0.0,Lafayette County
19185,none,2021,0.0,Wayne County
51027,none,2021,0.0,Buchanan County
19083,none,2021,0.0,Hardin County
30095,none,2021,0.0,Stillwater County
22077,none,2021,0.0,Pointe Coupee Parish
19105,none,2021,0.0,Jones County
54055,none,2021,0.0,Mercer County
31173,none,2021,0.0,Thurston County
13115,none,2021,0.0,Floyd County
20069,none,2021,0.0,Gray County
08049,none,2021,0.0,Grand County
47073,none,2021,0.0,Hawkins County
48297,none,2021,0.0,Live Oak County
38043,none,2021,0.0,Kidder County
29005,none,2021,0.0,Atchison County
41053,none,2021,0.0,Polk County
12039,none,2021,0.0,Gadsden County
19155,none,2021,0.0,Pottawattamie County
29213,none,2021,0.0,Taney County
55109,none,2021,0.0,St. Croix County
51109,none,2021,0.0,Louisa County
48095,none,2021,0.0,Concho County
55117,none,2021,0.0,Sheboygan County
54059,none,2021,0.0,Mingo County
28037,none,2021,0.0,Franklin County
51029,none,2021,0.0,Buckingham County
27101,none,2021,0.0,Murray County
20049,none,2021,0.0,Elk County
48147,none,2021,0.0,Fannin County
22023,none,2021,0.0,Cameron Parish
12119,none,2021,0.0,Sumter County
37065,none,2021,0.0,Edgecombe County
17175,none,2021,0.0,Stark County
29221,none,2021,0.0,Washington County
26087,none,2021,0.0,Lapeer County
36045,none,2021,0.0,Jefferson County
30013,none,2021,0.0,Cascade County
26029,none,2021,0.0,Charlevoix County
55035,none,2021,0.0,Eau Claire County
02170,none,2021,0.0,Matanuska-Susitna Borough
39111,none,2021,0.0,Monroe County
42109,none,2021,0.0,Snyder County
45085,none,2021,0.0,Sumter County
13037,none,2021,0.0,Calhoun County
40049,none,2021,0.0,Garvin County
50013,none,2021,0.0,Grand Isle County
32019,none,2021,0.0,Lyon County
42057,none,2021,0.0,Fulton County
37107,none,2021,0.0,Lenoir County
29125,none,2021,0.0,Maries County
26017,none,2021,0.0,Bay County
26097,none,2021,0.0,Mackinac County
06051,none,2021,0.0,Mono County
29153,none,2021,0.0,Ozark County
28009,none,2021,0.0,Benton County
05083,none,2021,0.0,Logan County
36049,none,2021,0.0,Lewis County
31021,none,2021,0.0,Burt County
39137,none,2021,0.0,Putnam County
39089,none,2021,0.0,Licking County
18015,none,2021,0.0,Carroll County
19111,none,2021,0.0,Lee County
40041,none,2021,0.0,Delaware County
48091,none,2021,0.0,Comal County
37169,none,2021,0.0,Stokes County
17195,none,2021,0.0,Whiteside County
51103,none,2021,0.0,Lancaster County
21071,none,2021,0.0,Floyd County
29093,none,2021,0.0,Iron County
46023,none,2021,0.0,Charles Mix County
21133,none,2021,0.0,Letcher County
51650,none,2021,0.0,Hampton city
51161,none,2021,0.0,Roanoke County
02105,none,2021,0.0,Hoonah-Angoon Census Area
47001,none,2021,0.0,Anderson County
18053,none,2021,0.0,Grant County
37157,none,2021,0.0,Rockingham County
47105,none,2021,0.0,Loudon County
40119,none,2021,0.0,Payne County
27039,none,2021,0.0,Dodge County
30057,none,2021,0.0,Madison County
40129,none,2021,0.0,Roger Mills County
21019,none,2021,0.0,Boyd County
41055,none,2021,0.0,Sherman County
29067,none,2021,0.0,Douglas County
31003,none,2021,0.0,Antelope County
28127,none,2021,0.0,Simpson County
12107,none,2021,0.0,Putnam County
31019,none,2021,0.0,Buffalo County
47059,none,2021,0.0,Greene County
26111,none,2021,0.0,Midland County
55099,none,2021,0.0,Price County
54009,none,2021,0.0,Brooke County
51183,none,2021,0.0,Sussex County
37053,none,2021,0.0,Currituck County
01025,none,2021,0.0,Clarke County
21121,none,2021,0.0,Knox County
48065,none,2021,0.0,Carson County
54007,none,2021,0.0,Braxton County
29055,none,2021,0.0,Crawford County
21177,none,2021,0.0,Muhlenberg County
16015,none,2021,0.0,Boise County
46093,none,2021,0.0,Meade County
48005,none,2021,0.0,Angelina County
29139,none,2021,0.0,Montgomery County
48089,none,2021,0.0,Colorado County
01027,none,2021,0.0,Clay County
45021,none,2021,0.0,Cherokee County
36113,none,2021,0.0,Warren County
20131,none,2021,0.0,Nemaha County
51680,none,2021,0.0,Lynchburg city
38025,none,2021,0.0,Dunn County
47189,none,2021,0.0,Wilson County
47109,none,2021,0.0,McNairy County
19001,none,2021,0.0,Adair County
40089,none,2021,0.0,McCurtain County
37069,none,2021,0.0,Franklin County
55075,none,2021,0.0,Marinette County
51137,none,2021,0.0,Orange County
01017,none,2021,0.0,Chambers County
31015,none,2021,0.0,Boyd County
19115,none,2021,0.0,Louisa County
18081,none,2021,0.0,Johnson County
51167,none,2021,0.0,Russell County
48037,none,2021,0.0,Bowie County
33019,none,2021,0.0,Sullivan County
39007,none,2021,0.0,Ashtabula County
45075,none,2021,0.0,Orangeburg County
06009,none,2021,0.0,Calaveras County
55093,none,2021,0.0,Pierce County
17041,none,2021,0.0,Douglas County
48257,none,2021,0.0,Kaufman County
28077,none,2021,0.0,Lawrence County
19053,none,2021,0.0,Decatur County
45055,none,2021,0.0,Kershaw County
42105,none,2021,0.0,Potter County
21115,none,2021,0.0,Johnson County
13087,none,2021,0.0,Decatur County
26069,none,2021,0.0,Iosco County
36077,none,2021,0.0,Otsego County
29087,none,2021,0.0,Holt County
29057,none,2021,0.0,Dade County
50011,none,2021,0.0,Franklin County
24045,none,2021,0.0,Wicomico County
51149,none,2021,0.0,Prince George County
41071,none,2021,0.0,Yamhill County
39109,none,2021,0.0,Miami County
21233,none,2021,0.0,Webster County
33005,none,2021,0.0,Cheshire County
48351,none,2021,0.0,Newton County
18073,none,2021,0.0,Jasper County
17085,none,2021,0.0,Jo Daviess County
22001,none,2021,0.0,Acadia Parish
48161,none,2021,0.0,Freestone County
17131,none,2021,0.0,Mercer County
08097,none,2021,0.0,Pitkin County
47081,none,2021,0.0,Hickman County
47123,none,2021,0.0,Monroe County
29041,none,2021,0.0,Chariton County
47125,none,2021,0.0,Montgomery County
55129,none,2021,0.0,Washburn County
36021,none,2021,0.0,Columbia County
19119,none,2021,0.0,Lyon County
18135,none,2021,0.0,Randolph County
01093,none,2021,0.0,Marion County
31077,none,2021,0.0,Greeley County
47165,none,2021,0.0,Sumner County
19081,none,2021,0.0,Hancock County
37087,none,2021,0.0,Haywood County
17105,none,2021,0.0,Livingston County
55011,none,2021,0.0,Buffalo County
54035,none,2021,0.0,Jackson County
48009,none,2021,0.0,Archer County
47057,none,2021,0.0,Grainger County
17125,none,2021,0.0,Mason County
17087,none,2021,0.0,Johnson County
42039,none,2021,0.0,Crawford County
27055,none,2021,0.0,Houston County
54037,none,2021,0.0,Jefferson County
12037,none,2021,0.0,Franklin County
39103,none,2021,0.0,Medina County
20149,none,2021,0.0,Pottawatomie County
51127,none,2021,0.0,New Kent County
30099,none,2021,0.0,Teton County
37073,none,2021,0.0,Gates County
51085,none,2021,0.0,Hanover County
29151,none,2021,0.0,Osage County
48001,none,2021,0.0,Anderson County
18113,none,2021,0.0,Noble County
51071,none,2021,0.0,Giles County
26149,none,2021,0.0,St. Joseph County
28075,none,2021,0.0,Lauderdale County
36083,none,2021,0.0,Rensselaer County
51069,none,2021,0.0,Frederick County
30031,none,2021,0.0,Gallatin County
44005,none,2021,0.0,Newport County
53041,none,2021,0.0,Lewis County
45059,none,2021,0.0,Laurens County
13297,none,2021,0.0,Walton County
13157,none,2021,0.0,Jackson County
37149,none,2021,0.0,Polk County
13163,none,2021,0.0,Jefferson County
48209,none,2021,0.0,Hays County
22093,none,2021,0.0,St. James Parish
39087,none,2021,0.0,Lawrence County
38075,none,2021,0.0,Renville County
47089,none,2021,0.0,Jefferson County
54107,none,2021,0.0,Wood County
37025,none,2021,0.0,Cabarrus County
16019,none,2021,0.0,Bonneville County
31165,none,2021,0.0,Sioux County
29085,none,2021,0.0,Hickory County
31051,none,2021,0.0,Dixon County
31087,none,2021,0.0,Hitchcock County
37145,none,2021,0.0,Person County
35033,none,2021,0.0,Mora County
51025,none,2021,0.0,Brunswick County
36099,none,2021,0.0,Seneca County
22009,none,2021,0.0,Avoyelles Parish
01033,none,2021,0.0,Colbert County
41023,none,2021,0.0,Grant County
01023,none,2021,0.0,Choctaw County
01069,none,2021,0.0,Houston County
21061,none,2021,0.0,Edmonson County
55015,none,2021,0.0,Calumet County
42067,none,2021,0.0,Juniata County
27109,none,2021,0.0,Olmsted County
55141,none,2021,0.0,Wood County
21183,none,2021,0.0,Ohio County
54085,none,2021,0.0,Ritchie County
55111,none,2021,0.0,Sauk County
13289,none,2021,0.0,Twiggs County
39081,none,2021,0.0,Jefferson County
41059,none,2021,0.0,Umatilla County
29173,none,2021,0.0,Ralls County
04027,none,2021,0.0,Yuma County
51111,none,2021,0.0,Lunenburg County
13247,none,2021,0.0,Rockdale County
13153,none,2021,0.0,Houston County
56025,none,2021,0.0,Natrona County
55047,none,2021,0.0,Green Lake County
39117,none,2021,0.0,Morrow County
39173,none,2021,0.0,Wood County
01059,none,2021,0.0,Franklin County
01119,none,2021,0.0,Sumter County
29169,none,2021,0.0,Pulaski County
13209,none,2021,0.0,Montgomery County
13059,none,2021,0.0,Clarke County
18055,none,2021,0.0,Greene County
27115,none,2021,0.0,Pine County
18157,none,2021,0.0,Tippecanoe County
26057,none,2021,0.0,Gratiot County
31027,none,2021,0.0,Cedar County
22015,none,2021,0.0,Bossier Parish
45025,none,2021,0.0,Chesterfield County
30019,none,2021,0.0,Daniels County
53065,none,2021,0.0,Stevens County
53047,none,2021,0.0,Okanogan County
28067,none,2021,0.0,Jones County
13113,none,2021,0.0,Fayette County
17091,none,2021,0.0,Kankakee County
46077,none,2021,0.0,Kingsbury County
48133,none,2021,0.0,Eastland County
47035,none,2021,0.0,Cumberland County
46041,none,2021,0.0,Dewey County
38067,none,2021,0.0,Pembina County
26143,none,2021,0.0,Roscommon County
30039,none,2021,0.0,Granite County
38087,none,2021,0.0,Slope County
27119,none,2021,0.0,Polk County
08117,none,2021,0.0,Summit County
48217,none,2021,0.0,Hill County
18087,none,2021,0.0,LaGrange County
05015,none,2021,0.0,Carroll County
13073,none,2021,0.0,Columbia County
41049,none,2021,0.0,Morrow County
27141,none,2021,0.0,Sherburne County
05021,none,2021,0.0,Clay County
51199,none,2021,0.0,York County
40043,none,2021,0.0,Dewey County
46021,none,2021,0.0,Campbell County
42065,none,2021,0.0,Jefferson County
31065,none,2021,0.0,Furnas County
13045,none,2021,0.0,Carroll County
37191,none,2021,0.0,Wayne County
41009,none,2021,0.0,Columbia County
47025,none,2021,0.0,Claiborne County
27043,none,2021,0.0,Faribault County
19085,none,2021,0.0,Harrison County
01039,none,2021,0.0,Covington County
23019,none,2021,0.0,Penobscot County
27095,none,2021,0.0,Mille Lacs County
29019,none,2021,0.0,Boone County
33001,none,2021,0.0,Belknap County
26141,none,2021,0.0,Presque Isle County
26059,none,2021,0.0,Hillsdale County
19151,none,2021,0.0,Pocahontas County
30045,none,2021,0.0,Judith Basin County
29137,none,2021,0.0,Monroe County
45037,none,2021,0.0,Edgefield County
49039,none,2021,0.0,Sanpete County
53039,none,2021,0.0,Klickitat County
42121,none,2021,0.0,Venango County
47017,none,2021,0.0,Carroll County
54019,none,2021,0.0,Fayette County
39001,none,2021,0.0,Adams County
20201,none,2021,0.0,Washington County
45035,none,2021,0.0,Dorchester County
17135,none,2021,0.0,Montgomery County
29063,none,2021,0.0,DeKalb County
21199,none,2021,0.0,Pulaski County
48067,none,2021,0.0,Cass County
17035,none,2021,0.0,Cumberland County
01085,none,2021,0.0,Lowndes County
01075,none,2021,0.0,Lamar County
50019,none,2021,0.0,Orleans County
01121,none,2021,0.0,Talladega County
21007,none,2021,0.0,Ballard County
46085,none,2021,0.0,Lyman County
39105,none,2021,0.0,Meigs County
48187,none,2021,0.0,Guadalupe County
05049,none,2021,0.0,Fulton County
28101,none,2021,0.0,Newton County
39051,none,2021,0.0,Fulton County
17061,none,2021,0.0,Greene County
36041,none,2021,0.0,Hamilton County
47145,none,2021,0.0,Roane County
25003,none,2021,0.0,Berkshire County
38045,none,2021,0.0,LaMoure County
46067,none,2021,0.0,Hutchinson County
18167,none,2021,0.0,Vigo County
29025,none,2021,0.0,Caldwell County
31035,none,2021,0.0,Clay County
29109,none,2021,0.0,Lawrence County
20197,none,2021,0.0,Wabaunsee County
55049,none,2021,0.0,Iowa County
37095,none,2021,0.0,Hyde County
05115,none,2021,0.0,Pope County
13117,none,2021,0.0,Forsyth County
17115,none,2021,0.0,Macon County
17179,none,2021,0.0,Tazewell County
36073,none,2021,0.0,Orleans County
36017,none,2021,0.0,Chenango County
54025,none,2021,0.0,Greenbrier County
39157,none,2021,0.0,Tuscarawas County
29097,none,2021,0.0,Jasper County
48325,none,2021,0.0,Medina County
40079,none,2021,0.0,Le Flore County
56023,none,2021,0.0,Lincoln County
28081,none,2021,0.0,Lee County
48473,none,2021,0.0,Waller County
55135,none,2021,0.0,Waupaca County
12131,none,2021,0.0,Walton County
01007,none,2021,0.0,Bibb County
31143,none,2021,0.0,Polk County
27139,none,2021,0.0,Scott County
29119,none,2021,0.0,McDonald County
19031,none,2021,0.0,Cedar County
24011,none,2021,0.0,Caroline County
06093,none,2021,0.0,Siskiyou County
01083,none,2021,0.0,Limestone County
28013,none,2021,0.0,Calhoun County
26015,none,2021,0.0,Barry County
21095,none,2021,0.0,Harlan County
36013,none,2021,0.0,Chautauqua County
18137,none,2021,0.0,Ripley County
19107,none,2021,0.0,Keokuk County
01113,none,2021,0.0,Russell County
27111,none,2021,0.0,Otter Tail County
42075,none,2021,0.0,Lebanon County
51191,none,2021,0.0,Washington County
72021,none,2021,0.0,Bayam\'c3\'b3n Municipio
17055,none,2021,0.0,Franklin County
29143,none,2021,0.0,New Madrid County
38055,none,2021,0.0,McLean County
42051,none,2021,0.0,Fayette County
17015,none,2021,0.0,Carroll County
55061,none,2021,0.0,Kewaunee County
21131,none,2021,0.0,Leslie County
28087,none,2021,0.0,Lowndes County
37045,none,2021,0.0,Cleveland County
42025,none,2021,0.0,Carbon County
33007,none,2021,0.0,Coos County
17093,none,2021,0.0,Kendall County
27089,none,2021,0.0,Marshall County
18045,none,2021,0.0,Fountain County
47011,none,2021,0.0,Bradley County
53059,none,2021,0.0,Skamania County
13137,none,2021,0.0,Habersham County
13295,none,2021,0.0,Walker County
34041,none,2021,0.0,Warren County
17073,none,2021,0.0,Henry County
40125,none,2021,0.0,Pottawatomie County
26011,none,2021,0.0,Arenac County
45041,none,2021,0.0,Florence County
55137,none,2021,0.0,Waushara County
22007,none,2021,0.0,Assumption Parish
29197,none,2021,0.0,Schuyler County
35027,none,2021,0.0,Lincoln County
13079,none,2021,0.0,Crawford County
27173,none,2021,0.0,Yellow Medicine County
47033,none,2021,0.0,Crockett County
22013,none,2021,0.0,Bienville Parish
35003,none,2021,0.0,Catron County
55027,none,2021,0.0,Dodge County
40131,none,2021,0.0,Rogers County
30055,none,2021,0.0,McCone County
48299,none,2021,0.0,Llano County
42001,none,2021,0.0,Adams County
30089,none,2021,0.0,Sanders County
27129,none,2021,0.0,Renville County
40087,none,2021,0.0,McClain County
19075,none,2021,0.0,Grundy County
32017,none,2021,0.0,Lincoln County
19167,none,2021,0.0,Sioux County
06005,none,2021,0.0,Amador County
36075,none,2021,0.0,Oswego County
42005,none,2021,0.0,Armstrong County
55065,none,2021,0.0,Lafayette County
48497,none,2021,0.0,Wise County
51003,none,2021,0.0,Albemarle County
42033,none,2021,0.0,Clearfield County
48407,none,2021,0.0,San Jacinto County
22043,none,2021,0.0,Grant Parish
54099,none,2021,0.0,Wayne County
13119,none,2021,0.0,Franklin County
20115,none,2021,0.0,Marion County
18105,none,2021,0.0,Monroe County
39057,none,2021,0.0,Greene County
54027,none,2021,0.0,Hampshire County
42009,none,2021,0.0,Bedford County
19161,none,2021,0.0,Sac County
13263,none,2021,0.0,Talbot County
36031,none,2021,0.0,Essex County
42031,none,2021,0.0,Clarion County
48033,none,2021,0.0,Borden County
17153,none,2021,0.0,Pulaski County
21147,none,2021,0.0,McCreary County
45049,none,2021,0.0,Hampton County
47139,none,2021,0.0,Polk County
36095,none,2021,0.0,Schoharie County
27157,none,2021,0.0,Wabasha County
21099,none,2021,0.0,Hart County
01103,none,2021,0.0,Morgan County
19197,none,2021,0.0,Wright County
47167,none,2021,0.0,Tipton County
23027,none,2021,0.0,Waldo County
39041,none,2021,0.0,Delaware County
29037,none,2021,0.0,Cass County
51195,none,2021,0.0,Wise County
38097,none,2021,0.0,Traill County
13195,none,2021,0.0,Madison County
28129,none,2021,0.0,Smith County
02013,none,2021,0.0,Aleutians East Borough
05065,none,2021,0.0,Izard County
48381,none,2021,0.0,Randall County
39133,none,2021,0.0,Portage County
53005,none,2021,0.0,Benton County
42127,none,2021,0.0,Wayne County
19177,none,2021,0.0,Van Buren County
27153,none,2021,0.0,Todd County
27069,none,2021,0.0,Kittson County
26055,none,2021,0.0,Grand Traverse County
47115,none,2021,0.0,Marion County
13185,none,2021,0.0,Lowndes County
27019,none,2021,0.0,Carver County
18127,none,2021,0.0,Porter County
19077,none,2021,0.0,Guthrie County
28033,none,2021,0.0,DeSoto County
36097,none,2021,0.0,Schuyler County
13127,none,2021,0.0,Glynn County
15001,none,2021,0.0,Hawaii County
26117,none,2021,0.0,Montcalm County
