county,Hazard,fiscalYear,totalSubapplicationAmount,COUNTYNAME
54071,none,2021,0.0,Pendleton County
12023,none,2021,0.0,Columbia County
38063,none,2021,0.0,Nelson County
51550,none,2021,0.0,Chesapeake city
29107,none,2021,0.0,Lafayette County
01009,none,2021,0.0,Blount County
55105,none,2021,0.0,Rock County
22037,none,2021,0.0,East Feliciana Parish
31155,none,2021,0.0,Saunders County
29209,none,2021,0.0,Stone County
46009,none,2021,0.0,Bon Homme County
42125,none,2021,0.0,Washington County
20021,none,2021,0.0,Cherokee County
13231,none,2021,0.0,Pike County
48263,none,2021,0.0,Kent County
48347,none,2021,0.0,Nacogdoches County
13025,none,2021,0.0,Brantley County
37133,none,2021,0.0,Onslow County
13199,none,2021,0.0,Meriwether County
42117,none,2021,0.0,Tioga County
27081,none,2021,0.0,Lincoln County
48251,none,2021,0.0,Johnson County
18147,none,2021,0.0,Spencer County
42103,none,2021,0.0,Pike County
48459,none,2021,0.0,Upshur County
47047,none,2021,0.0,Fayette County
21027,none,2021,0.0,Breckinridge County
48451,none,2021,0.0,Tom Green County
46071,none,2021,0.0,Jackson County
01129,none,2021,0.0,Washington County
51105,none,2021,0.0,Lee County
47155,none,2021,0.0,Sevier County
48467,none,2021,0.0,Van Zandt County
28061,none,2021,0.0,Jasper County
34011,none,2021,0.0,Cumberland County
48401,none,2021,0.0,Rusk County
47053,none,2021,0.0,Gibson County
26067,none,2021,0.0,Ionia County
19095,none,2021,0.0,Iowa County
21139,none,2021,0.0,Livingston County
72031,none,2021,0.0,Carolina Municipio
20045,none,2021,0.0,Douglas County
29141,none,2021,0.0,Morgan County
25011,none,2021,0.0,Franklin County
01051,none,2021,0.0,Elmore County
17113,none,2021,0.0,McLean County
45015,none,2021,0.0,Berkeley County
19071,none,2021,0.0,Fremont County
41043,none,2021,0.0,Linn County
18085,none,2021,0.0,Kosciusko County
26123,none,2021,0.0,Newaygo County
01107,none,2021,0.0,Pickens County
36107,none,2021,0.0,Tioga County
41041,none,2021,0.0,Lincoln County
36009,none,2021,0.0,Cattaraugus County
51019,none,2021,0.0,Bedford County
17075,none,2021,0.0,Iroquois County
21037,none,2021,0.0,Campbell County
02180,none,2021,0.0,Nome Census Area
36079,none,2021,0.0,Putnam County
47187,none,2021,0.0,Williamson County
55021,none,2021,0.0,Columbia County
37089,none,2021,0.0,Henderson County
36069,none,2021,0.0,Ontario County
26019,none,2021,0.0,Benzie County
13057,none,2021,0.0,Cherokee County
54109,none,2021,0.0,Wyoming County
37097,none,2021,0.0,Iredell County
19193,none,2021,0.0,Woodbury County
19025,none,2021,0.0,Calhoun County
20139,none,2021,0.0,Osage County
26089,none,2021,0.0,Leelanau County
37057,none,2021,0.0,Davidson County
51117,none,2021,0.0,Mecklenburg County
39055,none,2021,0.0,Geauga County
29009,none,2021,0.0,Barry County
08045,none,2021,0.0,Garfield County
26147,none,2021,0.0,St. Clair County
24037,none,2021,0.0,St. Mary's County
13095,none,2021,0.0,Dougherty County
48409,none,2021,0.0,San Patricio County
06063,none,2021,0.0,Plumas County
48139,none,2021,0.0,Ellis County
18025,none,2021,0.0,Crawford County
26027,none,2021,0.0,Cass County
54011,none,2021,0.0,Cabell County
18035,none,2021,0.0,Delaware County
39127,none,2021,0.0,Perry County
26075,none,2021,0.0,Jackson County
42013,none,2021,0.0,Blair County
48041,none,2021,0.0,Brazos County
51061,none,2021,0.0,Fauquier County
29165,none,2021,0.0,Platte County
51001,none,2021,0.0,Accomack County
39085,none,2021,0.0,Lake County
51075,none,2021,0.0,Goochland County
01081,none,2021,0.0,Lee County
51171,none,2021,0.0,Shenandoah County
51077,none,2021,0.0,Grayson County
48499,none,2021,0.0,Wood County
37001,none,2021,0.0,Alamance County
55089,none,2021,0.0,Ozaukee County
42111,none,2021,0.0,Somerset County
38081,none,2021,0.0,Sargent County
21089,none,2021,0.0,Greenup County
54063,none,2021,0.0,Monroe County
06039,none,2021,0.0,Madera County
21103,none,2021,0.0,Henry County
01043,none,2021,0.0,Cullman County
51175,none,2021,0.0,Southampton County
05101,none,2021,0.0,Newton County
51740,none,2021,0.0,Portsmouth city
48203,none,2021,0.0,Harrison County
51023,none,2021,0.0,Botetourt County
19171,none,2021,0.0,Tama County
55139,none,2021,0.0,Winnebago County
13215,none,2021,0.0,Muscogee County
51185,none,2021,0.0,Tazewell County
47129,none,2021,0.0,Morgan County
19103,none,2021,0.0,Johnson County
17123,none,2021,0.0,Marshall County
29021,none,2021,0.0,Buchanan County
42019,none,2021,0.0,Butler County
39013,none,2021,0.0,Belmont County
54005,none,2021,0.0,Boone County
36003,none,2021,0.0,Allegany County
18063,none,2021,0.0,Hendricks County
48253,none,2021,0.0,Jones County
17059,none,2021,0.0,Gallatin County
47163,none,2021,0.0,Sullivan County
26133,none,2021,0.0,Osceola County
40081,none,2021,0.0,Lincoln County
21117,none,2021,0.0,Kenton County
12075,none,2021,0.0,Levy County
48479,none,2021,0.0,Webb County
38013,none,2021,0.0,Burke County
29029,none,2021,0.0,Camden County
26157,none,2021,0.0,Tuscola County
06105,none,2021,0.0,Trinity County
09013,none,2021,0.0,Tolland County
26061,none,2021,0.0,Houghton County
55073,none,2021,0.0,Marathon County
22105,none,2021,0.0,Tangipahoa Parish
39165,none,2021,0.0,Warren County
45077,none,2021,0.0,Pickens County
01049,none,2021,0.0,DeKalb County
17157,none,2021,0.0,Randolph County
12055,none,2021,0.0,Highlands County
37179,none,2021,0.0,Union County
39023,none,2021,0.0,Clark County
37061,none,2021,0.0,Duplin County
48289,none,2021,0.0,Leon County
17071,none,2021,0.0,Henderson County
05007,none,2021,0.0,Benton County
17067,none,2021,0.0,Hancock County
48135,none,2021,0.0,Ector County
01071,none,2021,0.0,Jackson County
06089,none,2021,0.0,Shasta County
39029,none,2021,0.0,Columbiana County
28125,none,2021,0.0,Sharkey County
36115,none,2021,0.0,Washington County
46057,none,2021,0.0,Hamlin County
15009,none,2021,0.0,Maui County
13245,none,2021,0.0,Richmond County
02188,none,2021,0.0,Northwest Arctic Borough
55055,none,2021,0.0,Jefferson County
24013,none,2021,0.0,Carroll County
32005,none,2021,0.0,Douglas County
54013,none,2021,0.0,Calhoun County
38049,none,2021,0.0,McHenry County
12085,none,2021,0.0,Martin County
12019,none,2021,0.0,Clay County
26037,none,2021,0.0,Clinton County
27025,none,2021,0.0,Chisago County
13145,none,2021,0.0,Harris County
47061,none,2021,0.0,Grundy County
29071,none,2021,0.0,Franklin County
51097,none,2021,0.0,King and Queen County
17027,none,2021,0.0,Clinton County
26121,none,2021,0.0,Muskegon County
55131,none,2021,0.0,Washington County
23025,none,2021,0.0,Somerset County
45091,none,2021,0.0,York County
06113,none,2021,0.0,Yolo County
41019,none,2021,0.0,Douglas County
51700,none,2021,0.0,Newport News city
50009,none,2021,0.0,Essex County
18111,none,2021,0.0,Newton County
45003,none,2021,0.0,Aiken County
37151,none,2021,0.0,Randolph County
39003,none,2021,0.0,Allen County
01037,none,2021,0.0,Coosa County
12063,none,2021,0.0,Jackson County
49057,none,2021,0.0,Weber County
18039,none,2021,0.0,Elkhart County
53073,none,2021,0.0,Whatcom County
48329,none,2021,0.0,Midland County
55001,none,2021,0.0,Adams County
27145,none,2021,0.0,Stearns County
51089,none,2021,0.0,Henry County
16027,none,2021,0.0,Canyon County
40113,none,2021,0.0,Osage County
36063,none,2021,0.0,Niagara County
33017,none,2021,0.0,Strafford County
54077,none,2021,0.0,Preston County
72113,none,2021,0.0,Ponce Municipio
27143,none,2021,0.0,Sibley County
55127,none,2021,0.0,Walworth County
26127,none,2021,0.0,Oceana County
05135,none,2021,0.0,Sharp County
08035,none,2021,0.0,Douglas County
42115,none,2021,0.0,Susquehanna County
39093,none,2021,0.0,Lorain County
01095,none,2021,0.0,Marshall County
34033,none,2021,0.0,Salem County
01061,none,2021,0.0,Geneva County
29049,none,2021,0.0,Clinton County
47009,none,2021,0.0,Blount County
01117,none,2021,0.0,Shelby County
51157,none,2021,0.0,Rappahannock County
42015,none,2021,0.0,Bradford County
41017,none,2021,0.0,Deschutes County
38079,none,2021,0.0,Rolette County
08053,none,2021,0.0,Hinsdale County
36105,none,2021,0.0,Sullivan County
36089,none,2021,0.0,St. Lawrence County
22073,none,2021,0.0,Ouachita Parish
36111,none,2021,0.0,Ulster County
36101,none,2021,0.0,Steuben County
39015,none,2021,0.0,Brown County
41029,none,2021,0.0,Jackson County
42055,none,2021,0.0,Franklin County
13011,none,2021,0.0,Banks County
29215,none,2021,0.0,Texas County
48375,none,2021,0.0,Potter County
55019,none,2021,0.0,Clark County
27045,none,2021,0.0,Fillmore County
26009,none,2021,0.0,Antrim County
48183,none,2021,0.0,Gregg County
36091,none,2021,0.0,Saratoga County
01055,none,2021,0.0,Etowah County
09005,none,2021,0.0,Litchfield County
26063,none,2021,0.0,Huron County
37125,none,2021,0.0,Moore County
48231,none,2021,0.0,Hunt County
48039,none,2021,0.0,Brazoria County
45007,none,2021,0.0,Anderson County
31107,none,2021,0.0,Knox County
26159,none,2021,0.0,Van Buren County
17019,none,2021,0.0,Champaign County
37033,none,2021,0.0,Caswell County
42007,none,2021,0.0,Beaver County
05131,none,2021,0.0,Sebastian County
42099,none,2021,0.0,Perry County
19043,none,2021,0.0,Clayton County
48423,none,2021,0.0,Smith County
51770,none,2021,0.0,Roanoke city
26115,none,2021,0.0,Monroe County
51119,none,2021,0.0,Middlesex County
55007,none,2021,0.0,Bayfield County
27079,none,2021,0.0,Le Sueur County
13221,none,2021,0.0,Oglethorpe County
48441,none,2021,0.0,Taylor County
72127,none,2021,0.0,San Juan Municipio
37131,none,2021,0.0,Northampton County
51037,none,2021,0.0,Charlotte County
13021,none,2021,0.0,Bibb County
19113,none,2021,0.0,Linn County
05143,none,2021,0.0,Washington County
51115,none,2021,0.0,Mathews County
36053,none,2021,0.0,Madison County
39139,none,2021,0.0,Richland County
53077,none,2021,0.0,Yakima County
26025,none,2021,0.0,Calhoun County
36065,none,2021,0.0,Oneida County
08101,none,2021,0.0,Pueblo County
30015,none,2021,0.0,Chouteau County
27171,none,2021,0.0,Wright County
29183,none,2021,0.0,St. Charles County
26145,none,2021,0.0,Saginaw County
38005,none,2021,0.0,Benson County
06017,none,2021,0.0,El Dorado County
26001,none,2021,0.0,Alcona County
54043,none,2021,0.0,Lincoln County
01127,none,2021,0.0,Walker County
12053,none,2021,0.0,Hernando County
01125,none,2021,0.0,Tuscaloosa County
51013,none,2021,0.0,Arlington County
23003,none,2021,0.0,Aroostook County
55095,none,2021,0.0,Polk County
24021,none,2021,0.0,Frederick County
48181,none,2021,0.0,Grayson County
26161,none,2021,0.0,Washtenaw County
26021,none,2021,0.0,Berrien County
50007,none,2021,0.0,Chittenden County
17117,none,2021,0.0,Macoupin County
48485,none,2021,0.0,Wichita County
55083,none,2021,0.0,Oconto County
01015,none,2021,0.0,Calhoun County
18095,none,2021,0.0,Madison County
19023,none,2021,0.0,Butler County
40027,none,2021,0.0,Cleveland County
36043,none,2021,0.0,Herkimer County
36121,none,2021,0.0,Wyoming County
29047,none,2021,0.0,Clay County
08077,none,2021,0.0,Mesa County
27163,none,2021,0.0,Washington County
35013,none,2021,0.0,Do\'c3\'b1a Ana County
36085,none,2021,0.0,Richmond County
13139,none,2021,0.0,Hall County
26151,none,2021,0.0,Sanilac County
18163,none,2021,0.0,Vanderburgh County
39025,none,2021,0.0,Clermont County
51125,none,2021,0.0,Nelson County
18057,none,2021,0.0,Hamilton County
55087,none,2021,0.0,Outagamie County
46125,none,2021,0.0,Turner County
20177,none,2021,0.0,Shawnee County
42085,none,2021,0.0,Mercer County
26139,none,2021,0.0,Ottawa County
39017,none,2021,0.0,Butler County
34037,none,2021,0.0,Sussex County
37063,none,2021,0.0,Durham County
33009,none,2021,0.0,Grafton County
20209,none,2021,0.0,Wyandotte County
55121,none,2021,0.0,Trempealeau County
36093,none,2021,0.0,Schenectady County
42041,none,2021,0.0,Cumberland County
06095,none,2021,0.0,Solano County
06047,none,2021,0.0,Merced County
55009,none,2021,0.0,Brown County
17119,none,2021,0.0,Madison County
55101,none,2021,0.0,Racine County
26077,none,2021,0.0,Kalamazoo County
04021,none,2021,0.0,Pinal County
04015,none,2021,0.0,Mohave County
51015,none,2021,0.0,Augusta County
36051,none,2021,0.0,Livingston County
39099,none,2021,0.0,Mahoning County
51031,none,2021,0.0,Campbell County
36025,none,2021,0.0,Delaware County
06007,none,2021,0.0,Butte County
12061,none,2021,0.0,Indian River County
51107,none,2021,0.0,Loudoun County
36027,none,2021,0.0,Dutchess County
02164,none,2021,0.0,Lake and Peninsula Borough
24027,none,2021,0.0,Howard County
33003,none,2021,0.0,Carroll County
51153,none,2021,0.0,Prince William County
24025,none,2021,0.0,Harford County
01115,none,2021,0.0,St. Clair County
37085,none,2021,0.0,Harnett County
48303,none,2021,0.0,Lubbock County
17111,none,2021,0.0,McHenry County
36117,none,2021,0.0,Wayne County
25015,none,2021,0.0,Hampshire County
27003,none,2021,0.0,Anoka County
06061,none,2021,0.0,Placer County
54015,none,2021,0.0,Clay County
12091,none,2021,0.0,Okaloosa County
51163,none,2021,0.0,Rockbridge County
08067,none,2021,0.0,La Plata County
12069,none,2021,0.0,Lake County
48309,none,2021,0.0,McLennan County
34015,none,2021,0.0,Gloucester County
42021,none,2021,0.0,Cambria County
51165,none,2021,0.0,Rockingham County
04025,none,2021,0.0,Yavapai County
10005,none,2021,0.0,Sussex County
23015,none,2021,0.0,Lincoln County
39155,none,2021,0.0,Trumbull County
48027,none,2021,0.0,Bell County
55133,none,2021,0.0,Waukesha County
51053,none,2021,0.0,Dinwiddie County
08013,none,2021,0.0,Boulder County
53035,none,2021,0.0,Kitsap County
06079,none,2021,0.0,San Luis Obispo County
42077,none,2021,0.0,Lehigh County
51081,none,2021,0.0,Greensville County
23017,none,2021,0.0,Oxford County
21067,none,2021,0.0,Fayette County
48491,none,2021,0.0,Williamson County
27037,none,2021,0.0,Dakota County
22017,none,2021,0.0,Caddo Parish
34031,none,2021,0.0,Passaic County
01003,none,2021,0.0,Baldwin County
37067,none,2021,0.0,Forsyth County
23029,none,2021,0.0,Washington County
17163,none,2021,0.0,St. Clair County
39151,none,2021,0.0,Stark County
21119,none,2021,0.0,Knott County
53011,none,2021,0.0,Clark County
18141,none,2021,0.0,St. Joseph County
27021,none,2021,0.0,Cass County
01089,none,2021,0.0,Madison County
48215,none,2021,0.0,Hidalgo County
12117,none,2021,0.0,Seminole County
45083,none,2021,0.0,Spartanburg County
48141,none,2021,0.0,El Paso County
48355,none,2021,0.0,Nueces County
28049,none,2021,0.0,Hinds County
18089,none,2021,0.0,Lake County
20091,none,2021,0.0,Johnson County
26049,none,2021,0.0,Genesee County
06099,none,2021,0.0,Stanislaus County
06053,none,2021,0.0,Monterey County
12081,none,2021,0.0,Manatee County
06083,none,2021,0.0,Santa Barbara County
12017,none,2021,0.0,Citrus County
08001,none,2021,0.0,Adams County
37081,none,2021,0.0,Guilford County
42049,none,2021,0.0,Erie County
48085,none,2021,0.0,Collin County
33015,none,2021,0.0,Rockingham County
23005,none,2021,0.0,Cumberland County
17089,none,2021,0.0,Kane County
34007,none,2021,0.0,Camden County
53063,none,2021,0.0,Spokane County
41067,none,2021,0.0,Washington County
13135,none,2021,0.0,Gwinnett County
42133,none,2021,0.0,York County
12127,none,2021,0.0,Volusia County
47093,none,2021,0.0,Knox County
33011,none,2021,0.0,Hillsborough County
42011,none,2021,0.0,Berks County
12115,none,2021,0.0,Sarasota County
12021,none,2021,0.0,Collier County
17097,none,2021,0.0,Lake County
48121,none,2021,0.0,Denton County
06111,none,2021,0.0,Ventura County
12083,none,2021,0.0,Marion County
06019,none,2021,0.0,Fresno County
06077,none,2021,0.0,San Joaquin County
17197,none,2021,0.0,Will County
39113,none,2021,0.0,Montgomery County
36005,none,2021,0.0,Bronx County
06013,none,2021,0.0,Contra Costa County
12071,none,2021,0.0,Lee County
36119,none,2021,0.0,Westchester County
39153,none,2021,0.0,Summit County
12009,none,2021,0.0,Brevard County
36067,none,2021,0.0,Onondaga County
36055,none,2021,0.0,Monroe County
42091,none,2021,0.0,Montgomery County
26099,none,2021,0.0,Macomb County
24031,none,2021,0.0,Montgomery County
36029,none,2021,0.0,Erie County
01073,none,2021,0.0,Jefferson County
12105,none,2021,0.0,Polk County
48269,none,2021,0.0,King County
29095,none,2021,0.0,Jackson County
48205,none,2021,0.0,Hartley County
55079,none,2021,0.0,Milwaukee County
39061,none,2021,0.0,Hamilton County
29189,none,2021,0.0,St. Louis County
47157,none,2021,0.0,Shelby County
39035,none,2021,0.0,Cuyahoga County
12095,none,2021,0.0,Orange County
36047,none,2021,0.0,Kings County
06071,none,2021,0.0,San Bernardino County
48029,none,2021,0.0,Bexar County
06085,none,2021,0.0,Santa Clara County
27053,none,2021,0.0,Hennepin County
32003,none,2021,0.0,Clark County
12086,none,2021,0.0,Miami-Dade County
06037,none,2021,0.0,Los Angeles County
78030,none,2022,0.0,St. Thomas Island
51670,none,2022,0.0,Hopewell city
02282,none,2022,0.0,Yakutat City and Borough
72115,none,2022,0.0,Quebradillas Municipio
72117,none,2022,0.0,Rinc\'c3\'b3n Municipio
51735,none,2022,0.0,Poquoson city
51720,none,2022,0.0,Norton city
51690,none,2022,0.0,Martinsville city
72121,none,2022,0.0,Sabana Grande Municipio
51678,none,2022,0.0,Lexington city
51640,none,2022,0.0,Galax city
48301,none,2022,0.0,Loving County
51620,none,2022,0.0,Franklin city
51595,none,2022,0.0,Emporia city
72125,none,2022,0.0,San Germ\'c3\'a1n Municipio
51580,none,2022,0.0,Covington city
51570,none,2022,0.0,Colonial Heights city
51530,none,2022,0.0,Buena Vista city
72085,none,2022,0.0,Las Piedras Municipio
48431,none,2022,0.0,Sterling County
02220,none,2022,0.0,Sitka City and Borough
02100,none,2022,0.0,Haines Borough
72001,none,2022,0.0,Adjuntas Municipio
72089,none,2022,0.0,Luquillo Municipio
72079,none,2022,0.0,Lajas Municipio
72093,none,2022,0.0,Maricao Municipio
72095,none,2022,0.0,Maunabo Municipio
72073,none,2022,0.0,Jayuya Municipio
72067,none,2022,0.0,Hormigueros Municipio
72051,none,2022,0.0,Dorado Municipio
72049,none,2022,0.0,Culebra Municipio
72045,none,2022,0.0,Comer\'c3\'ado Municipio
72039,none,2022,0.0,Ciales Municipio
72027,none,2022,0.0,Camuy Municipio
72019,none,2022,0.0,Barranquitas Municipio
72015,none,2022,0.0,Arroyo Municipio
72109,none,2022,0.0,Patillas Municipio
72111,none,2022,0.0,Pe\'c3\'b1uelas Municipio
72007,none,2022,0.0,Aguas Buenas Municipio
72003,none,2022,0.0,Aguada Municipio
48413,none,2022,0.0,Schleicher County
72083,none,2022,0.0,Las Mar\'c3\'adas Municipio
48003,none,2022,0.0,Andrews County
48023,none,2022,0.0,Baylor County
