,date,variable,value
284,2022-09-01,EUR_USD_exrate,1.010222489476849
285,2022-10-01,EUR_USD_exrate,1.0149244642467483
286,2022-11-01,EUR_USD_exrate,0.981171322324591
287,2022-12-01,EUR_USD_exrate,0.9442276218053631
288,2023-01-01,EUR_USD_exrate,0.9279106236487301
289,2023-02-01,EUR_USD_exrate,0.9343818080779767
290,2023-03-01,EUR_USD_exrate,0.9335893262326423
291,2023-04-01,EUR_USD_exrate,0.9122422915526364
292,2023-05-01,EUR_USD_exrate,0.920209473138249
293,2023-06-01,EUR_USD_exrate,0.9224849107825307
294,2023-07-01,EUR_USD_exrate,0.9035954061209553
295,2023-08-01,EUR_USD_exrate,0.9165902841429882
296,2023-09-01,EUR_USD_exrate,0.9370534354721578
297,2023-10-01,EUR_USD_exrate,0.9465599307659021
298,2023-11-01,EUR_USD_exrate,0.9242742136737127
299,2023-12-01,EUR_USD_exrate,0.9166406951803032
300,2024-01-01,EUR_USD_exrate,0.9175233859234436
301,2024-02-01,EUR_USD_exrate,0.9265264523302141
302,1999-01-01,France_cpi,-0.281365903568229
303,1999-02-01,France_cpi,0.3078106964216811
304,1999-03-01,France_cpi,0.332438307121857
305,1999-04-01,France_cpi,0.280361921753548
306,1999-05-01,France_cpi,0.0127080950565496
307,1999-06-01,France_cpi,-0.0127064803049541
308,1999-07-01,France_cpi,-0.26686999618757
309,1999-08-01,France_cpi,0.165647298674818
310,1999-09-01,France_cpi,0.165373362167659
311,1999-10-01,France_cpi,0.0635001270002611
312,1999-11-01,France_cpi,0.0380758979565752
313,1999-12-01,France_cpi,0.444049733570181
314,2000-01-01,France_cpi,0.0
315,2000-02-01,France_cpi,0.126310471138043
316,2000-03-01,France_cpi,0.4667591774946429
317,2000-04-01,France_cpi,0.0
318,2000-05-01,France_cpi,0.200904068307389
319,2000-06-01,France_cpi,0.25062656641604
320,2000-07-01,France_cpi,-0.162499999999996
321,2000-08-01,France_cpi,0.187805183423056
322,2000-09-01,France_cpi,0.512371907023257
323,2000-10-01,France_cpi,-0.124331717021026
324,2000-11-01,France_cpi,0.224075687787878
325,2000-12-01,France_cpi,-0.049683269159119
326,2001-01-01,France_cpi,-0.422517708462776
327,2001-02-01,France_cpi,0.274553849993758
328,2001-03-01,France_cpi,0.448039825762282
329,2001-04-01,France_cpi,0.483211497955646
330,2001-05-01,France_cpi,0.61652281134402
331,2001-06-01,France_cpi,0.061274509803942
