HS4,HS4 ID,Current Exports Value
Zirconium,158109,9.000000000000002
Antimony,158110,244548
Manganese,158111,466952
Other Metals,158112,54761430
Cermets,158113,78354
Garden Tools,158201,371273
Hand Saws,158202,1074767
Hand Tools,158203,1123575
Wrenches,158204,1843385
Other Hand Tools,158205,4972030
Tool Sets,158206,1716870
Interchangeable Tool Parts,158207,14437227
Cutting Blades,158208,1083936
Tool Plates,158209,17476
Cooking Hand Tools,158210,492043
Knives,158211,628758
Razor Blades,158212,352414
Scissors,158213,321291
Other Cutlery,158214,744187
Cutlery Sets,158215,890862
Padlocks,158301,2790041
Metal Mountings,158302,8241740
Safes,158303,21476
Filing Cabinets,158304,158632
Metal Office Supplies,158305,356640
Bells and Other Metal Ornaments,158306,202305
Flexible Metal Tubing,158307,109668
Other Metal Fasteners,158308,177524
Metal Stoppers,158309,24619355
Metal Signs,158310,31851
Coated Metal Soldering Products,158311,3408992
Steam Boilers,168402,97762
Central Heating Boilers,168403,404243.00000000006
Boiler Plants,168404,39998
Water and Gas Generators,168405,1961949
Steam Turbines,168406,2028726.0000000002
Spark-Ignition Engines,168407,4684402
Combustion Engines,168408,23763395.000000004
Engine Parts,168409,9004750
Hydraulic Turbines,168410,478459
Gas Turbines,168411,6701957
Other Engines,168412,7423150
Liquid Pumps,168413,37552102
Air Pumps,168414,18116853
Air Conditioners,168415,5505792
Liquid Fuel Furnaces,168416,398028
Industrial Furnaces,168417,1198714
Refrigerators,168418,23194498
Other Heating Machinery,168419,17093038
Rolling Machines,168420,72955
Centrifuges,168421,12773121
Washing and Bottling Machines,168422,4122248
Scales,168423,2125862
Liquid Dispersing Machines,168424,5061715
Pulley Systems,168425,5280160
Cranes,168426,7997081
Fork-Lifts,168427,3902544
Lifting Machinery,168428,3853657
Large Construction Vehicles,168429,36538336
Other Construction Vehicles,168430,17968738
Excavation Machinery,168431,89311294
Soil Preparation Machinery,168432,1207641
Harvesting Machinery,168433,4174264
Dairy Machinery,168434,24401.999999999996
Fruit Pressing Machinery,168435,455102
Other Agricultural Machinery,168436,1732667
Mill Machinery,168437,560904
Industrial Food Preperation Machinery,168438,5120318
Papermaking Machines,168439,828224
Book-binding Machines,168440,554299
Other Paper Machinery,168441,1592740
Print Production Machinery,168442,173295
Industrial Printers,168443,15911454
Artificial Textile Machinery,168444,17319
Textile Fiber Machinery,168445,449673
Looms,168446,147599.99999999997
Knitting Machines,168447,33780
Knitting Machine Accessories,168448,92177
Felt Machinery,168449,3227
Household Washing Machines,168450,14058442
Textile Processing Machines,168451,741933
Sewing Machines,168452,1195648
Leather Machinery,168453,162383
Casting Machines,168454,628761
Metal-Rolling Mills,168455,663698
Non-Mechanical Removal Machinery,168456,70132
Metalworking Transfer Machines,168457,26356
Metal Lathes,168458,68658
Drilling Machines,168459,146247
Metal Finishing Machines,168460,496052
Metalworking Machines,168461,21873
Forging Machines,168462,1234354
Other Non-Metal Removal Machinery,168463,155721
Stone Working Machines,168464,233296
Woodworking machines,168465,2071707
Metalworking Machine Parts,168466,1084410
Motor-working Tools,168467,9775468
Soldering and Welding Machinery,168468,843922
Calculators,168470,1455668
Computers,168471,27887576
Other Office Machines,168472,504398
Office Machine Parts,168473,7757698
Stone Processing Machines,168474,53283045
Glass Working Machines,168475,48087
Vending Machines,168476,131724
Rubberworking Machinery,168477,9169285
Tobacco Processing Machines,168478,2056432.9999999998
Machinery Having Individual Functions,168479,14032851
Metal Molds,168480,3076946
Valves,168481,20371147
Ball Bearings,168482,2638142
Transmissions,168483,13703086
Gaskets,168484,767992
"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays",168486,129696.99999999999
"Machinery parts, not containing electrical connectors, insulators, coils, contacts or other electrical features, not specified or included elsewhere in this Chapter.",168487,2231634
Electric Motors,168501,4375017
Electric Generating Sets,168502,7043765.000000001
Electric Motor Parts,168503,2886495
Electrical Transformers,168504,13120907
Electromagnets,168505,465094
Batteries,168506,4146158.9999999995
Electric Batteries,168507,6267511
Vacuum Cleaners,168508,494383
Other Domestic Electric Housewares,168509,10258239
Hair Trimmers,168510,4841593
Electrical Ignitions,168511,2948461
Electrical Lighting and Signalling Equipment,168512,714576
Portable Lighting,168513,3438408
Electric Furnaces,168514,140723
Electric Soldering Equipment,168515,2620284
Electric Heaters,168516,10884300
Telephones,168517,67529996
Microphones and Headphones,168518,10438164
Sound Recording Equipment,168519,155542
Video Recording Equipment,168521,872190.0000000001
Audio and Video Recording Accessories,168522,91415
Blank Audio Media,168523,4382034
Broadcasting Equipment,168525,2318457
Navigation Equipment,168526,3079892
Radio Receivers,168527,12598741
Video Displays,168528,26940154
Broadcasting Accessories,168529,2999062
Traffic Signals,168530,97979
Audio Alarms,168531,3103874
Electrical Capacitors,168532,581891
Electrical Resistors,168533,488220
Printed Circuit Boards,168534,334097
High-voltage Protection Equipment,168535,1485966
Low-voltage Protection Equipment,168536,8469411
Electrical Control Boards,168537,6285650
Electrical Power Accessories,168538,1457015
Electric Filament,168539,3527057
Cathode Tubes,168540,89027
Semiconductor Devices,168541,1893106
Integrated Circuits,168542,1917543
Other Electrical Machinery,168543,5762164
Insulated Wire,168544,33367833
Carbon-based Electronics,168545,232691
Electrical Insulators,168546,2480930
Metal Insulating Fittings,168547,80407
Electrical Parts,168548,545551
Other Locomotives,178602,64718.99999999999
Self-Propelled Rail Transport,178603,170506
Railway Freight Cars,178606,8464
Locomotive Parts,178607,1376205
Railway Track Fixtures,178608,169194
Railway Cargo Containers,178609,1137959
Tractors,178701,3037365
Buses,178702,3053609
Cars,178703,124010284
Delivery Trucks,178704,77932017
Special purpose motor vehicles,178705,11593169
Motor vehicle (8701 to 8705) chassis fitted with engine,178706,24100
Vehicle Bodies (including cabs) for the motor vehicles (8701 to 8705),178707,9920969
Motor Vehicles; parts & accessories,178708,104405320
Work Trucks,178709,362490
Motorcycles and cycles,178711,2937019
"Bicycles, delivery tricycles, other cycles",178712,10995038
Wheelchairs,178713,87053
Bi-Wheel Vehicle Parts,178714,6074537
Baby Carriages,178715,3880827
"Trailers and semi-trailers, not mechanically propelled vehicles",178716,4784923
Non-powered Aircraft,178801,1685
"Planes, Helicopters, and/or Spacecraft",178802,850158155
"Aircraft parts (gliders, balloons, and powered aircraft)",178803,9283168
Parachutes,178804,13022
Aircraft Launch Gear,178805,2963
Passenger and Cargo Ships,178901,38568188
Fishing Ships,178902,1653685
Recreational Boats,178903,3061501
Tug Boats,178904,4197650
Other Sea Vessels,178906,9066
Other Floating Structures,178907,3071812
Optical Fibers and optical fibre bundles,189001,629359
Mirrors and Lenses,189002,392073
Eyewear Frames,189003,979538
Eyewear,189004,2272781
Binoculars and Telescopes,189005,977779
Cameras,189006,219417
Video Cameras,189007,306432
Image Projectors,189008,23913
Photo Lab Equipment,189010,6444
Microscopes,189011,41398
Non-optical Microscopes,189012,14289
LCDs,189013,342839
Compasses,189014,996580
Surveying Equipment,189015,4081405
Balances,189016,37463
Drafting Tools,189017,1898612
Medical Instruments,189018,8411530
Therapeutic Appliances,189019,1760832
Breathing Appliances,189020,1698763
Orthopedic Appliances,189021,3495731
X-Ray Equipment,189022,5325033
Instructional Models,189023,599952
Tensile Testing Machines,189024,203508
Hydrometers,189025,1855896
Gas and Liquid Flow Measuring Instruments,189026,2118728
Chemical Analysis Instruments,189027,5255864
Utility Meters,189028,383997
Revolution Counters,189029,212079
Oscilloscopes,189030,2674447
Other Measuring Instruments,189031,5505265
Thermostats,189032,4612943
Opto-Electric Instrument Parts,189033,163698
Precious Metal Watches,189101,741972
Base Metal Watches,189102,2628595
Clocks with Watch Movements,189103,38707
Dashboard Clocks,189104,159072
Other Clocks,189105,269433
Time Recording Instruments,189106,58252
Time Switches,189107,3697
Watch Movements,189108,579
Clock Movements,189109,5803
Incomplete Movement Sets,189110,57
Watch Cases and Parts,189111,65856
Clock Cases and Parts,189112,1736.9999999999998
Watch Straps,189113,32462
Other Clocks and Watches,189114,762980
Pianos,189201,13596.000000000002
String Instruments,189202,561214
Wind Instruments,189205,248694
Percussion,189206,420629
Electric Musical Instruments,189207,2069957
Other Musical Instruments,189208,8001
Musical Instrument Parts,189209,351111
Handguns,199302,12195
Other Firearms,199303,624
"Spring, Air, and Gas Guns",199304,2961.9999999999995
Weapons Parts and Accessories,199305,14090
Explosive Ammunition,199306,65
Bladed Weapons and Accessories,199307,3929
Seats,209401,4424722
Medical Furniture,209402,273351
Other Furniture,209403,6853167
Mattresses,209404,8214234
Light Fixtures,209405,3567354
Prefabricated Buildings,209406,3994142
Other toys,209503,33537561
Video and Card Games,209504,11813194
Party Decorations,209505,1457215
Sports Equipment,209506,7861738
Fishing and Hunting Equipment,209507,62841
Fairground Amusements,209508,237632
Worked Ivory and Bone,209601,3242
Vegetable and Mineral Carvings,209602,13552
Brooms,209603,2549998
Hand Sifters,209604,22128
Travel Kits,209605,13455
Buttons,209606,27991
Zippers,209607,92563
Pens,209608,2806859
Pencils and Crayons,209609,452325.00000000006
Chalkboards,209610,36651
Rubber Stamps,209611,150345
Ink Ribbons,209612,251010
Lighters,209613,588377
Smoking Pipes,209614,6540
Combs,209615,217157
Scent Sprays,209616,91833
Vacuum Flask,209617,3004432
Mannequins,209618,669373
Sanitary towels (pads),209619,14137321
"Monopods, bipods, tripods and similar articles",209620,2291
Paintings,219701,556929
Prints,219702,18976
Sculptures,219703,178036
Revenue Stamps,219704,1679
Collector's Items,219705,992544
Antiques,219706,29835
