HS4,HS4 ID,Current Exports Value
Cyanides,62837,3248.9999999999995
Silicates,62839,366922
Borates,62840,559186
Oxometallic or Peroxometallic Acid Salts,62841,25664704
Other Inorganic Acids Salts,62842,213479.99999999997
Precious Metal Compounds,62843,1502485
Radioactive Chemicals,62844,8425
Other Isotopes,62845,1220
Rare-Earth Metal Compounds,62846,294
Hydrogen peroxide,62847,1278
Carbides,62849,323665
"Compounds, inorganic or organic, of mercury, excluding amalgams",62852,8436
Other inorganic compounds,62853,3141591
Acyclic Hydrocarbons,62901,4859504
Cyclic Hydrocarbons,62902,7480168
Halogenated Hydrocarbons,62903,112627
"Sulfonated, Nitrated or Nitrosated Hydrocarbons",62904,2492013
"Acyclic alcohol derivatives (halogenated, sulphonated, nitrated)",62905,177451169
Cyclic Alcohols,62906,32011
Phenols,62907,1660
Ethers,62909,284116
"Aldehydes, cyclic polymers, and paraformaldehyde",62912,65753.00000000001
Ketones and Quinones,62914,139269
Saturated Acyclic Monocarboxylic Acids,62915,2452733
Unsaturated Acyclic Monocarboxylic Acids,62916,391172
Polycarboxylic Acids,62917,23324575
Carboxylic Acids,62918,16160065
Other Esters,62920,4113323
Amine Compounds,62921,413519
Oxygen Amino Compounds,62922,796362
Quaternary Ammonium Salts and Hydroxides,62923,26248
Carboxyamide Compounds,62924,267093
Carboxyimide Compounds,62925,110160
Nitrile Compounds,62926,72828
Hydrazine or Hydroxylamine Derivatives,62928,48286
Other Nitrogen Compounds,62929,499085
Organo-Sulfur Compounds,62930,3332878
Other Organo-Inorganic Compounds,62931,502954
Oxygen Heterocyclic Compounds,62932,627550
Nitrogen Heterocyclic Compounds,62933,1141448
Nucleic Acids,62934,120890
Sulfonamides,62935,1058
Vitamins,62936,3247310
Hormones,62937,59061
Glycosides,62938,1848950
Vegetable Alkaloids,62939,192499
Chemically Pure Sugars,62940,1523080
Antibiotics,62941,1738468.0000000002
Other Organic Compounds,62942,11902046
Glands and Other Organs,63001,119410
"Vaccines, blood, antisera, toxins and cultures",63002,6822638
Unpackaged Medicaments,63003,1970786
Packaged Medicaments,63004,174571177
Bandages,63005,422584
Special Pharmaceuticals,63006,12248680
Animal or Vegetable Fertilizers,63101,8494137
Nitrogenous Fertilizers,63102,135202615
Phosphatic Fertilizers,63103,156582
Potassic Fertilizers,63104,210954850
Mixed Mineral or Chemical Fertilizers,63105,211984125
Vegetable Tanning Extracts,63201,61756
Synthetic Tanning Extracts,63202,63321.99999999999
Vegetable or Animal Dyes,63203,3354782
Synthetic Coloring Matter,63204,2783475
Lake Pigments,63205,62702
Other Coloring Matter,63206,10232784
Prepared Pigments,63207,68807
Nonaqueous Paints,63208,3389508
Aqueous Paints,63209,2429192
Other Paints,63210,239608
Prepared Paint Driers,63211,748
Nonaqueous Pigments,63212,551595
Artistry Paints,63213,194600
Glaziers Putty,63214,7070097
Ink,63215,2518918
Essential Oils,63301,3202494
Scented Mixtures,63302,18494589
Perfumes,63303,24377563
Beauty Products,63304,36060509
Hair Products,63305,9865999
Dental Products,63306,944937
Shaving Products,63307,21477021
Soap,63401,4810707
Cleaning Products,63402,6602076
Lubricating Products,63403,6206430
Waxes,63404,215993
Polishes and Creams,63405,2124423
Candles,63406,121352
Pastes and Waxes,63407,44835
Water Soluble Proteins,63502,101826.00000000001
Gelatin,63503,15876
Peptones,63504,7681155.000000001
Dextrins,63505,282024
Glues,63506,18200766
Enzymes,63507,5343930
Propellant Powders,63601,8
Prepared Explosives,63602,10252159.000000002
Detonating Fuses,63603,34613326
Fireworks,63604,2971
Matches,63605,6028391.000000001
Pyrophoric Alloys,63606,40
Photographic Plates,63701,805145
Photographic Film,63702,22308.000000000004
Photographic Paper,63703,123961
Undeveloped Exposed Photographic Material,63704,20692
Developed Exposed Photographic Material,63705,12732
"Motion-picture film, exposed and developed",63706,5141
Photographic Chemicals,63707,130565
Artificial Graphite,63801,177783
Activated Carbon,63802,10096399
Wood Pulp Lyes,63804,8356
Turpentine,63805,4507
Rosin,63806,102560
Pesticides,63808,77175071
Dyeing Finishing Agents,63809,2588468
Metal Pickling Preparations,63810,902163
Antiknock,63811,1960755
Prepared Rubber Accelerators,63812,5267602
Fire Extinguishers Preparations,63813,68600
Organic Composite Solvents,63814,353273
Reaction and Catalytic Products,63815,1145411
Refractory Cements,63816,2170819
Alkylbenzenes and Alkylnaphthalenes,63817,2112
Hydraulic Brake Fluid,63819,699085
Antifreeze,63820,1183041
Micro-Organism Culture Preparations,63821,32937
Laboratory Reagents,63822,5378677
"Industrial Fatty Acids, Oils and Alcohols",63823,734539.9999999999
Prepr binder for foundry,63824,35932906
Residual products of the chemical or allied industries,63825,444
Ethylene Polymers,73901,2514492
Propylene Polymers,73902,72454213
Styrene Polymers,73903,6222404
Vinyl Chloride Polymers,73904,1463645
Other Vinyl Polymers,73905,597844
Acrylic Polymers,73906,4700583
Polyacetals,73907,7876494
Polyamides,73908,2784059
Amino-resins,73909,5990624
Silicone,73910,460085
Petroleum Resins,73911,963763
Cellulose,73912,1784754
Natural Polymers,73913,19859428
Scrap Plastic,73915,3902264
Monofilament,73916,5604156
Plastic Pipes,73917,39785389
Plastic Floor Coverings,73918,405367
Self-adhesive Plastics,73919,41707963
Raw Plastic Sheeting,73920,111590443
Other Plastic Sheetings,73921,12713466
Plastic Wash Basins,73922,321914
Plastic Lids,73923,75616957
Plastic Housewares,73924,9111462
Plastic Building Materials,73925,5292672
Other Plastic Products,73926,22072842
Rubber,74001,1408984
Synthetic Rubber,74002,569937
Reclaimed Rubber,74003,4245
Scrap Rubber,74004,178219
Compounded Unvulcanised Rubber,74005,1476240
Unvulcanised Rubber Products,74006,170785
Rubber Thread,74007,75575
Rubber Sheets,74008,627772
Rubber Pipes,74009,4312218
Rubber Belting,74010,1944756
Rubber Tires,74011,320631898
Used Rubber Tires,74012,654087
Rubber Inner Tubes,74013,1040644
Pharmaceutical Rubber Products,74014,32095.000000000004
Rubber Apparel,74015,3274781
Other Rubber Products,74016,7456864
Hard Rubber,74017,268016
Equine and Bovine Hides,84101,6182263
Sheep Hides,84102,2344692
Other Hides and Skins,84103,2000
Tanned Equine and Bovine Hides,84104,15327963
Tanned Sheep Hides,84105,198312
Tanned Goat Hides,84106,14958
Leather of Other Animals,84107,11454306
Leather further prepared after tanning or crusting of animals (other than ovine),84113,54336.99999999999
Chamois (including combination chamois) leather,84114,629133
Composition leather with a basis of leather or leather fibre,84115,26994
Saddlery,84201,147518
Trunks and Cases,84202,25868613
Leather Apparel,84203,1362010
Other Leather Articles,84205,75498
Raw Furskins,84301,129140.99999999999
Tanned Furskins,84302,5009
Furskin Apparel,84303,369446
Artificial Fur,84304,9045
Fuel Wood,94401,415988160
Wood Charcoal,94402,38278
Rough Wood,94403,41272997
Wood Stakes,94404,275216
Wood Wool,94405,230889
Railroad Ties,94406,144871
Sawn Wood,94407,958002095
Veneer Sheets,94408,19863256
Shaped Wood,94409,254528290
Particle Board,94410,106626276
Wood Fiberboard,94411,337428374
Plywood,94412,458250676
Densified Wood,94413,171783
Wood Frames,94414,55401
Wood Crates,94415,8590703
Wood Barrels,94416,8294274
Wooden Tool Handles,94417,4645102.000000001
Wood Carpentry,94418,79231566
Wood Kitchenware,94419,39770
Wood Ornaments,94420,399270
Other Wood Articles,94421,10108293
Debacked Cork,94502,6584
Natural Cork Articles,94503,765565
Agglomerated Cork,94504,967838
Plaiting Products,94601,9556
Basketwork,94602,19101
Mechanical Wood Pulp,104701,2219
Dissolving Grades Chemical Woodpulp,104702,2610
Sulfate Chemical Woodpulp,104703,3767391174
Sulfite Chemical Woodpulp,104704,9400700
Semi chemical Woodpulp,104705,213374.00000000003
Recovered Paper Pulp,104706,7061660
Recovered Paper,104707,12021454
Newsprint,104801,37070050
Uncoated Paper,104802,6810822
Tissue,104803,23291815
Kraft Paper,104804,68531126
Other Uncoated Paper,104805,36779136
Vegetable Parchment,104806,49470
Composite Paper,104807,548160
Corrugated Paper,104808,823993
Carbon Paper,104809,271513
Kaolin Coated Paper,104810,311695903
Cellulose Fibers Paper,104811,32925643
Paper Pulp Filter Blocks,104812,86035
Cigarette Paper,104813,303533
Wallpaper,104814,1024103.0000000001
Other Carbon Paper,104816,1122845
Letter Stock,104817,224795
Toilet Paper,104818,4836221
Paper Containers,104819,37830335
Paper Notebooks,104820,3863565
Paper Labels,104821,2740907
Paper Spools,104822,63791
Shaped Paper,104823,10193645
Brochures,104901,6575327
Newspapers,104902,1336829
Children's Picture Books,104903,103504
Sheet Music,104904,495
Maps,104905,8976
Architectural Plans,104906,659809
Documents of title (bonds etc) and unused stamps,104907,3340610.0000000005
Decals,104908,255775
Postcards,104909,101863
Calendars,104910,167598
Other Printed Material,104911,9479731
Silk Fabrics,115007,63079
Wool,115101,16657562
Wool or Animal Hair Waste,115103,1155997
Prepared Wool or Animal Hair,115105,17678784
Non-Retail Combed Wool Yarn,115107,34466
Non-Retail Animal Hair Yarn,115108,9786
Retail Wool or Animal Hair Yarn,115109,253928
Carded Wool or Animal Hair Fabric,115111,586091
Combed Wool or Animal Hair Fabric,115112,15195044
Prepared Cotton,115203,296
Cotton Sewing Thread,115204,18736
Non-Retail Pure Cotton Yarn,115205,31909.000000000004
Non-Retail Mixed Cotton Yarn,115206,61382.99999999999
Retail Cotton Yarn,115207,74052
Light Pure Woven Cotton,115208,94849
Heavy Pure Woven Cotton,115209,2906424
Light Mixed Woven Cotton,115210,257628
Heavy Mixed Woven Cotton,115211,12028774
Other Cotton Fabrics,115212,302627
Coconut and Other Vegetable Fibers,115305,50236
Flax Yarn,115306,4155
Jute Yarn,115307,282
Flax Woven Fabric,115309,884392
Jute Woven Fabric,115310,1623.9999999999998
Other Vegetable Fibers Fabric,115311,90
Artificial Filament Sewing Thread,115401,102149
Non-Retail Synthetic Filament Yarn,115402,624061
Non-Retail Artificial Filament Yarn,115403,317162
Synthetic Monofilament,115404,27598
Retail Artificial Filament Yarn,115406,30906
Synthetic Filament Yarn Woven Fabric,115407,41084574
Artificial Filament Yarn Woven Fabric,115408,2520973
Synthetic Filament Tow,115501,34764
Artificial Filament Tow,115502,217978
Unprocessed Synthetic Staple Fibers,115503,203821
Artificial Fibers Waste,115505,274201
Processed Artificial Staple Fibers,115507,2933.0000000000005
Non-Retail Artificial Staple Fibers Sewing Thread,115508,60531
Non-Retail Synthetic Staple Fibers Yarn,115509,894057
Non-Retail Artificial Staple Fibers Yarn,115510,3758
Retail Artificial Staple Fibers Yarn,115511,245447
Synthetic Fabrics,115512,16004245
Light Synthetic Cotton Fabrics,115513,6836214
Heavy Synthetic Cotton Fabrics,115514,754112.0000000001
Other Synthetic Fabrics,115515,2228867
Woven Fabric of Synthetic Staple Fibers,115516,24133662
Wadding,115601,6150698
Felt,115602,247249
Non-woven Textiles,115603,8447636
Rubber Textiles,115604,78272
Metallic Yarn,115605,2939
Gimp Yarn,115606,7373.999999999999
Twine and Rope,115607,713042
"Twine, cordage or rope; knotted netting, made up fishing nets and other made up nets, of textile materials",115608,2039657
Other Articles of Twine and Rope,115609,233457
Knotted Carpets,115701,2201864
Hand-Woven Rugs,115702,218723
Tufted Carpets,115703,11188169
Felt Carpets,115704,1514567.0000000002
Other Carpets,115705,3303343
Woven Fabrics,115801,229625
Terry Fabric,115802,532774
Gauze,115803,372382
Tulles and Net Fabric,115804,126027
Hand-Woven Tapestries,115805,4715
Narrow Woven Fabric,115806,520746
Labels,115807,61583
Ornamental Trimmings,115808,4743
Embroidery,115810,380561
Quilted Textiles,115811,392876
Gum Coated Textile Fabric,115901,166130
Polyamide Fabric,115902,23086
Plastic Coated Textile Fabric,115903,6746027.999999999
Linoleum,115904,53717.00000000001
Textile Wall Coverings,115905,523
Rubber Textile Fabric,115906,35416
Coated Textile Fabric,115907,44108
Textile Wicks,115908,260984
Hose Piping Textiles,115909,134042
Conveyor Belt Textiles,115910,9117
Textiles for technical uses,115911,2129917
Pile Fabric,116001,1848382
Light Rubberized Knitted Fabric,116002,236621
Knitted or crocheted fabrics of a width not exceeding 30 cm,116003,4387185
Knitted or crocheted fabrics of a width exceeding 30 cm,116004,288373
Warp knit fabrics (including those made on galloon knitting machines),116005,11915750
Other knitted or crocheted fabrics.,116006,4531070
Knit Men's Coats,116101,307141
Knit Women's Coats,116102,268115
Knit Men's Suits,116103,5291274
Knit Women's Suits,116104,6048486
Knit Men's Shirts,116105,3253110
Knit Women's Shirts,116106,1010159
Knit Men's Undergarments,116107,2056663
Knit Women's Undergarments,116108,4135478
Knit T-shirts,116109,11807903
Knit Sweaters,116110,12386759
Knit Babies' Garments,116111,3075141
Knit Active Wear,116112,4137240
Garments of Impregnated Fabric,116113,66592
Other Knit Garments,116114,222735
Knit Socks and Hosiery,116115,27370828
Knit Gloves,116116,580635
Other Knit Clothing Accessories,116117,337888
Non-Knit Men's Coats,116201,19845571
Non-Knit Women's Coats,116202,19268856
Non-Knit Men's Suits,116203,17183898
Non-Knit Women's Suits,116204,36820836
Non-Knit Men's Shirts,116205,1368274
Non-Knit Women's Shirts,116206,5447301
Non-Knit Men's Undergarments,116207,8509839
Non-Knit Women's Undergarments,116208,2663549
Non-Knit Babies' Garments,116209,491354
Felt or Coated Fabric Garments,116210,2004791
Non-Knit Active Wear,116211,2621856
Other Women's Undergarments,116212,12086756
Handkerchiefs,116213,48466
Scarves,116214,1077444
Neck Ties,116215,373805
Non-Knit Gloves,116216,669735
Other Non-Knit Clothing Accessories,116217,261035
Blankets,116301,13634017
House Linens,116302,22686180
Window Dressings,116303,3388153
Bedspreads,116304,4483787
Packing Bags,116305,1411156
"Awnings, Tents, and Sails",116306,1437081
Other Cloth Articles,116307,3990301
Packaged Sewing Sets,116308,4522699
Used Clothing,116309,21216815
Textile Scraps,116310,66413
Waterproof Footwear,126401,559595
Rubber Footwear,126402,59308788
Leather Footwear,126403,15971671
Textile Footwear,126404,37487282
Other Footwear,126405,1562332
Footwear Parts,126406,463770
Hat Forms,126501,88984
Hat Shapes,126502,14716.999999999998
Hats,126504,827072
Knitted Hats,126505,668557
Other Headwear,126506,553054
Headbands and Linings,126507,159786
Umbrellas,126601,1971796
Walking Sticks,126602,48406.00000000001
Umbrella and Walking Stick Accessories,126603,123802
Bird Skins and Feathers,126701,2115
Artificial Vegetation,126702,1365334
Processed Hair,126703,9396
Fake Hair,126704,65264
Building Stone,136802,305286
Milling Stones,136804,5243797
Abrasive Powder,136805,1408279
Rock Wool,136806,842700
Asphalt,136807,88192
Vegetable Fiber,136808,46135
Plaster Articles,136809,1121475
Cement Articles,136810,1993675
Asbestos Cement Articles,136811,2485371
Asbestos Fibres,136812,83027
Friction Material,136813,2115618
Processed Mica,136814,9807
Other Stone Articles,136815,3434640
Bricks,136901,6046.000000000001
Refractory Bricks,136902,355723
Refractory Ceramics,136903,1370806
Ceramic Bricks,136904,6032
Ceramic Pipes,136906,4116
Unglazed Ceramics,136907,120825
Laboratory Ceramic Ware,136909,1041414
Bathroom Ceramics,136910,769174
Porcelain Tableware,136911,476410
Ceramic Tableware,136912,5684564.000000001
Ornamental Ceramics,136913,375264
Other Ceramic Articles,136914,115450
Glass Balls,137002,91829
Cast or Rolled Glass,137003,10262
Blown Glass,137004,195372
Float Glass,137005,3243029
Glass with Edge Workings,137006,4693
Safety Glass,137007,6806795
Insulating Glass,137008,1332143
Glass Mirrors,137009,1085063
Glass Bottles,137010,31543324
Glass Bulbs,137011,50933
Interior Decorative Glassware,137013,3060724
Signaling Glassware,137014,132
Eyewear and Clock Glass,137015,559
Glass Bricks,137016,78088
Laboratory Glassware,137017,40015
Glass Beads,137018,92601
Glass Fibers,137019,2370841
Other Glass Articles,137020,91117
Precious Stones,147103,110249
Synthetic Reconstructed Jewellery Stones,147104,4007
Silver,147106,277518917
Silver Clad Metals,147107,13061
Gold,147108,753755140
Platinum,147110,48
Precious Metal Scraps,147112,25851658
Jewellery,147113,1461378
Metal-Clad Products,147114,4763
Other Precious Metal Products,147115,21432298
Pearl Products,147116,24385
Imitation Jewellery,147117,865877
Coin,147118,6778241
Ferroalloys,157202,220893075
Iron Reductions,157203,27119
Scrap Iron,157204,125062825
Iron Powder,157205,1018177.0000000001
Iron Ingots,157206,33853
Semi-Finished Iron,157207,4430575
Hot-Rolled Iron,157208,597889
Cold-Rolled Iron,157209,517871
Coated Flat-Rolled Iron,157210,2967604
Large Flat-Rolled Iron,157211,404055
Large Coated Flat-Rolled Iron,157212,4211336
Hot-Rolled Iron Bars,157213,4989745
Raw Iron Bars,157214,4630151
Other Iron Bars,157215,261397
Iron Blocks,157216,2598021
Iron Wire,157217,1046928
Stainless Steel Ingots,157218,3740
Large Flat-Rolled Stainless Steel,157219,18861890
Flat-Rolled Stainless Steel,157220,35940
Hot-Rolled Stainless Steel Bars,157221,6488
Other Stainless Steel Bars,157222,295694
Stainless Steel Wire,157223,117549
Steel Ingots,157224,28617.999999999996
Flat Flat-Rolled Steel,157225,852869
Flat-Rolled Iron,157226,431054
Steel Bars,157227,80479
Other Steel Bars,157228,126359758
Steel Wire,157229,269894
Iron Sheet Piling,157301,369486.00000000006
Iron Railway Products,157302,566145
Cast Iron Pipes,157303,98334
Iron Pipes,157304,10066475
Other Large Iron Pipes,157305,1908283
Other Small Iron Pipes,157306,2459244
Iron Pipe Fittings,157307,2825438
Iron Structures,157308,32326165
Large Iron Containers,157309,1161103
Small Iron Containers,157310,31762557
Iron Gas Containers,157311,756869
Stranded Iron Wire,157312,11512733
Barbed Wire,157313,102011
Iron Cloth,157314,7990039
Iron Chains,157315,2110694
Iron Anchors,157316,168876
Iron Nails,157317,485172.00000000006
Iron Fasteners,157318,9271863
Iron Sewing Needles,157319,93202
Iron Springs,157320,536026
Iron Stovetops,157321,5514215
Iron Radiators,157322,259616
Iron Housewares,157323,21056859
Iron Toiletry,157324,364696
Other Cast Iron Products,157325,35931428
Other Iron Products,157326,131401535
Precipitated Copper,157401,14858612
Raw Copper,157402,2127062655
Refined Copper,157403,15462942109
Scrap Copper,157404,125116953
Copper Alloys,157405,138795
Copper Powder,157406,460355
Copper Bars,157407,16095686
Copper Wire,157408,258127448
Copper Plating,157409,791421
Copper Foil,157410,593828
Copper Pipes,157411,2109849
Copper Pipe Fittings,157412,794678
Stranded Copper Wire,157413,16908934
Copper Fasteners,157415,117570
Copper Housewares,157418,333798
Other Copper Products,157419,730491
Nickel Mattes,157501,9338
Raw Nickel,157502,997413.9999999999
Scrap Nickel,157503,98984
Nickel Bars,157505,1983
Nickel Sheets,157506,2656
Nickel Pipes,157507,11960
Other Nickel Products,157508,44085
Raw Aluminium,157601,537766
Scrap Aluminium,157602,48057533
Aluminium Powder,157603,1008128
Aluminium Bars,157604,2647691
Aluminium Wire,157605,307114
Aluminium Plating,157606,2729565
Aluminium Foil,157607,36265436
Aluminium Pipes,157608,154358
Aluminium Pipe Fittings,157609,28887
Aluminium Structures,157610,8277191
Large Aluminium Containers,157611,33640
Aluminium Cans,157612,58168566
Aluminium Gas Containers,157613,198295
Stranded Aluminium Wire,157614,1558042
Aluminium Housewares,157615,1914327
Other Aluminium Products,157616,2544060
Raw Lead,157801,31678163
Scrap Lead,157802,699476
Lead Sheets,157804,40558
Other Lead Products,157806,8279601
Raw Zinc,157901,529976
Scrap Waste,157902,418409
Zinc Powder,157903,582269
Zinc Bars,157904,19738
Zinc Sheets,157905,280323
Other Zinc Products,157907,164122
Raw Tin,158001,9472631
Tin Bars,158003,127502
Other Tin Products,158007,48236
Tungsten,158101,841253
Molybdenum,158102,16775
